game,achievement,description,achieved,unlocktime
PAYDAY 2,What a Flat!,Complete the Framing Frame job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Frames Per Second?,Complete the Framing Frame job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,I Would Like to Move My Money to a Bank That Doesn't Get Robbed,Complete the GO Bank job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,The Global Elite,Complete the GO Bank job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,There is no Goat Level,Complete the Goat Simulator job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,You Goat to be Kidding Me...,Complete the Goat Simulator job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Let the Chips Fall,Complete the Golden Grin Casino job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Ocean's Four,Complete the Golden Grin Casino job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Well in Russia Asshole Facks You!,Complete the Hotline Miami job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Dennis' Menace,Complete the Hotline Miami job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Wankers Beware,Complete the Hoxton Breakout job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Still Got That Lucky Dollar?,Complete the Hoxton Breakout job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Wankers Get Shanked,Complete the Hoxton Revenge job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Not the Forgiving Kind,Complete the Hoxton Revenge job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Bling Bling Gone,Complete the Jewelry Store job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Fire Sale,Complete the Jewelry Store job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Rats and Meatballs,Complete the Lab Rats job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,I Survived Lab Rats with One Down And All I Got Was This Achievement,Complete the Lab Rats job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,A $2000 Sports Car,Complete the Mallcrasher job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,I'll Break Your Malls,Complete the Mallcrasher job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Now is the Nuclear Winter of Our Discontent,Complete the Meltdown job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Dr. Strangevlad,Complete the Meltdown job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,It's Just Drones On And On,Complete the Murky Station job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,EMPathy,Complete the Murky Station job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,This Was Easier in the Tutorial...,Complete the Nightclub job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Not on the Guest List,Complete the Nightclub job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Captain Cook,Complete the Rats job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,My Chemical Brothers,Complete the Rats job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,SIX DOZERS CHARGING,Complete the Santa's Workshop job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,"On my Twelfth Try with One Down, The True Pain Began",Complete the Santa's Workshop job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,The Shadows Are Your Friends,Complete the Shadow Raid job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Like Taking Candy From a Heavily Armed Military Force,Complete the Shadow Raid job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Of Pigs and Pigs,Complete the Slaughterhouse job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Slaughterfest,Complete the Slaughterhouse job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Day at the Museum,Complete The Diamond job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,The Jonssonligan,Complete The Diamond job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Caught in the Crossfire,Complete the Transport: Crossroads job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Why Did The Heister Cross The Road?,Complete the Transport: Crossroads job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,"Bright Lights, Broke City",Complete the Transport: Downtown job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Crime.net Street Party,Complete the Transport: Downtown job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Harboring Criminals,Complete the Transport: Harbor job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,A Steel Container of Professional Badasses,Complete the Transport: Harbor job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Park Clean Up,Complete the Transport: Park job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Holding Court in the Street,Complete the Transport: Park job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,3:10 to the Safe House,Complete the Transport: Train Heist on the Mayhem difficulty or above. ,False,null
PAYDAY 2,A Good Old Fashioned Train Robbery,Complete the Transport: Train Heist on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Mistified,Complete the Transport: Underpass job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Fog This Shit I'm Out!,Complete the Transport: Underpass job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Getting Back at Dmitri,Complete the Ukrainian Job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,"Dmitri, Dearest of All My Friends!",Complete the Ukrainian Job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Tax Return,Complete the Undercover job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Death and Taxes,Complete the Undercover job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Dallas Security Firm,Complete the Watchdogs job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Fight Like Cornered Animals,Complete the Watchdogs job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Upstanding Citizen,Complete all of Vlad's contracts on the Mayhem difficulty or above. ,False,null
PAYDAY 2,A Sad Vlad is Bad,Complete all of Vlad's contracts on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,For the Republic,Complete all of the Elephants contracts on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Democracy at Work,Complete all of the Elephants contracts on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Colombian Imports,Complete all of Hector's contracts on the Mayhem difficulty or above. ,False,null
PAYDAY 2,We Can Trust This Guy,Complete all of Hector's contracts on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Trusted Friends,Complete all of Bain's contracts on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Crime.net is My Homepage,Complete all of Bain's contracts on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Master of Mayhem,"Complete all contracts on the Mayhem difficulty or above. Unlocks ""The Mayhem Skull"" mask.",False,null
PAYDAY 2,A Heister of Legend,"Complete all contracts on the Death Sentence difficulty. Unlocks ""The Death Sentence Skull"" mask.",False,null
PAYDAY 2,Panic in the Projects,Complete the Panic Room job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,A Brush With Death,Complete the Panic Room job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,The Definition of Safe House is Changing,Complete the Panic Room job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Cardio Training,Complete Panic Room while having the entire crew on the roof when the escape triggers and open the basement door within 20 sec. ,False,null
PAYDAY 2,The Dentist Delight,"In the Panic Room job, find and secure the giant toothbrush. ",False,null
PAYDAY 2,Don't You Dare Miss,Complete Panic Room on any difficulty with a total crew hit accuracy above 200% ,False,null
PAYDAY 2,Nothing Personal,Kill 30 snipers with any Sniper Rifle on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,"Crouched and Hidden, Flying Dagger",Kill 8 guards with a Throwing Weapon while crouching on the Murky Station job. The heist must be completed for any kills to count. ,False,null
PAYDAY 2,"UMP for Me, UMP for You",Kill 45 Russian specials on the Boiling Point job with any Submachine Gun on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,For Daisy,Complete the Firestarter job on the OVERKILL difficulty or above with your crew using only Pistols. ,False,null
PAYDAY 2,Nightmare Machine,Complete the Prison Nightmare job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,All Cloakers Eve,Complete the Prison Nightmare job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Haunted House of Heisters,Complete the Prison Nightmare job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Salem Asylum,"On the Prison Nightmare job, get on the train in less than 4 min and 44 sec on the Mayhem difficulty or above. You have to have played the heist from the start. Unlocks the ""Risen Wolf"" mask.",False,null
PAYDAY 2,A Long Night of Horrors,"Complete the Prison Nightmare job, getting at least 15 keycards on the Mayhem difficulty or above without any player ever going into custody. Unlocks the ""Risen Chains"" mask.",False,null
PAYDAY 2,He's Got Experience,"Complete the Prison Nightmare job on the Hard difficulty or above by having 1 player playing as Hoxton, all having Nova's Shank melee weapon equipped, and are only allowed to kill enemies using Nova's Shank. Unlocks the ""Risen Houston"" mask.",False,null
PAYDAY 2,Ducking Awesome,Get 3 headshot kills with 1 shot from any Shotgun using the Donald's Horizontal Leveller barrel ext. ,False,null
PAYDAY 2,Let Them Fly,Kill 50 Snipers with the Arbiter Grenade Launcher while using the standard ammo type. ,False,null
PAYDAY 2,The Reckoning,Complete any heist from start to end and kill 200 or more enemies with any weapon equipped with the Reconnaissance Sight on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Celsius or Fahrenheit?,"Kill 10 enemies in a row, without missing, while switching between the regular sight and the 45 Degree Red Dot Sight after each kill on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Snowfall,Complete the Stealing Xmas job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Snowstorm,Complete the Stealing Xmas job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Thundersnow,Complete the Stealing Xmas job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Imitations,"On the Stealing Xmas job, find and take both ""Paycheck"" masks. Unlocks the ""Paycheck Dallas"" and ""Paycheck Chains"" masks.",False,null
PAYDAY 2,The Grinch,"On the Stealing Xmas job, secure all additional loot on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Christmas Party,"On the Stealing Xmas job, escape the heist while keeping at least 10 zip-tied civilians alive within the 4 pillars around the Christmas tree. ",False,null
PAYDAY 2,You Cockroaches Wanna Play Rough?,Complete the Scarface Mansion job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Every Dog Has His Day,Complete the Scarface Mansion job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Say Good Night to the Bad Guy,Complete the Scarface Mansion job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Say Hello to My Big Friend,"On the Scarface Mansion job, kill the boss on the OVERKILL difficulty and above. Unlocks the ""Panthera Tigris"" mask, ""Black Marble"" material and ""Diablada"" pattern.",False,null
PAYDAY 2,Look at These Pelicans Fall,"On the Scarface Mansion job, find and shoot the two pink flamingos. Unlocks the ""Exalted"" mask, ""Oxidized Copper"" material and ""Liberty Flame"" pattern.",False,null
PAYDAY 2,What? You Want Me to Dance?,"Complete the Scarface Mansion job in stealth in 13 minutes or less on the Mayhem difficulty or above. Unlocks the ""Barrori Flex"" mask, ""Red Velvet"" material and ""Coin"" pattern.",False,null
PAYDAY 2,Fierce Protection,Complete the Brooklyn 10-10 job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Vengeful Rain,Complete the Brooklyn 10-10 job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Valkyries,Complete the Brooklyn 10-10 job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Apartment Sniper,"Complete the Brooklyn 10-10 job from start, by having all team members using Sniper Rifles and the OVE9000 saws on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,A Rendezvous With Destiny,"On the Brooklyn 10-10 job, reach Charon within 6 minutes on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Pass the Ammo,"Complete the Brooklyn 10-10 job from start, after deploying 8 ammo bags in the ammo cage on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Hammerhead,Complete The Yacht Heist on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Great White,Complete The Yacht Heist on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Leviathan,Complete The Yacht Heist on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Thalassophobia,"Complete The Yacht Heist within 6 minutes, on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Pacifish,Complete The Yacht Heist without killing anyone. ,False,null
